order_id,customer_id,order_date,shipped_date,delivered_date,processing_days,delivery_days,promised_delivery_days,actual_delivery_days,delivery_delay_days,delivery_met_promise,product_category,product_price_mxn,product_weight_kg,quantity,total_amount_mxn,shipping_carrier,shipping_tier,shipping_cost_mxn,distance_km,shipping_type,customer_state,customer_region,customer_age_group,customer_loyalty_months,purchase_frequency,is_urban,payment_method,transaction_status,payment_installments,sales_channel,platform_name,is_peak_season,customer_delivery_rating,delivery_issue,shipping_cost_to_price_ratio,is_frequent_customer,is_loyal_customer,high_value_order
ECOMMX-2024-00020,CUST-32475,2025-01-02 18:10:37,2025-01-03 18:10:37,2025-01-07 18:10:37,1,4,5,4,-1,1,Salud y Belleza,1214.19,2.26,2,2623.34,Redpack,Estándar,194.96,185.0,regional,Puebla,Centro,55+,0.0,5,1,Tarjeta de Crédito,Autorizada,18,D2C,Sitio Web Propio,0,5,Ninguno,0.1606,1,0,0
ECOMMX-2024-00021,CUST-81783,2025-12-20 14:17:03,2025-12-21 14:17:03,2025-12-28 14:17:03,1,7,6,7,1,0,Deportes,7613.46,2.23,2,15552.88,Estafeta,Estándar,325.96,673.0,nacional,Baja California Sur,Norte,25-34,11.0,1,0,Transferencia,Autorizada,1,Marketplace,Amazon México,1,5,Ninguno,0.0428,0,0,1
ECOMMX-2024-00022,CUST-96817,2025-07-11 18:14:10,2025-07-13 18:14:10,2025-07-21 18:14:10,2,8,8,8,0,1,Electrónicos,2444.95,4.39,5,12564.76,Paquetexpress,Estándar,340.01,300.0,nacional,Yucatán,Península,35-44,0.0,0,1,Tarjeta de Crédito,Autorizada,6,Marketplace,Liverpool,0,5,Ninguno,0.1391,0,0,1
ECOMMX-2024-00023,CUST-90934,2025-12-24 14:46:19,2025-12-25 14:46:19,2026-01-02 14:46:19,1,8,4,8,4,0,Electrónicos,15008.48,4.03,3,45755.15,Estafeta,Express,729.71,1097.0,nacional,Michoacán,Occidente,35-44,17.0,5,1,Tarjeta de Débito,En revisión,1,Marketplace,Amazon México,1,4,Ninguno,0.0486,1,1,1
ECOMMX-2024-00024,CUST-88006,2025-06-07 11:12:33,2025-06-08 11:12:33,2025-06-14 11:12:33,1,6,4,6,2,0,Moda y Accesorios,372.43,1.28,3,1452.89,FedEx,Estándar,335.6,1199.0,nacional,Tamaulipas,Norte,45-54,35.0,2,1,Tarjeta de Débito,En revisión,1,Marketplace,Liverpool,0,4,Ninguno,0.9011,0,1,0
ECOMMX-2024-00025,CUST-56179,2025-03-24 11:43:54,2025-03-26 11:43:54,2025-04-05 11:43:54,2,10,10,10,0,1,Moda y Accesorios,2384.78,0.49,2,5089.73,Correos de México,Express,320.17,513.0,nacional,Chihuahua,Norte,45-54,5.0,1,1,Efectivo (OXXO),En revisión,1,Marketplace,Mercado Libre,0,4,Ninguno,0.1343,0,0,1
ECOMMX-2024-00026,CUST-22756,2025-05-04 05:40:33,2025-05-05 05:40:33,2025-05-09 05:40:33,1,4,2,4,2,0,Moda y Accesorios,1374.32,1.46,3,4780.72,FedEx,Express,657.76,327.0,nacional,Sonora,Norte,55+,9.0,4,1,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,1,3,Retraso,0.4786,1,0,0
ECOMMX-2024-00027,CUST-91117,2025-08-19 10:39:08,2025-08-20 10:39:08,2025-08-22 10:39:08,1,2,2,2,0,1,Salud y Belleza,1717.45,1.84,2,3737.34,DHL,Estándar,302.44,236.0,regional,México,Centro,35-44,18.0,1,1,Transferencia,Autorizada,1,Marketplace,Mercado Libre,0,5,Ninguno,0.1761,0,1,0
ECOMMX-2024-00028,CUST-86557,2025-05-18 13:52:27,2025-05-19 13:52:27,2025-05-28 13:52:27,1,9,5,9,4,0,Libros y Educación,206.46,1.67,4,1005.96,Paquetexpress,Estándar,180.12,234.0,regional,San Luis Potosí,Centro,25-34,22.0,1,1,Tarjeta de Crédito,Autorizada,12,Marketplace,Mercado Libre,1,3,Ninguno,0.8724,0,1,0
ECOMMX-2024-00029,CUST-17089,2025-06-12 11:25:57,2025-06-13 11:25:57,2025-06-18 11:25:57,1,5,4,5,1,0,Moda y Accesorios,2604.6,1.87,3,8057.64,Estafeta,Estándar,243.84,187.0,regional,Zacatecas,Centro,35-44,3.0,1,1,Tarjeta de Débito,En revisión,1,Marketplace,Liverpool,0,3,Ninguno,0.0936,0,0,1
ECOMMX-2024-00030,CUST-50201,2025-01-07 22:00:14,2025-01-08 22:00:14,2025-01-11 22:00:14,1,3,4,3,-1,1,Moda y Accesorios,3694.71,1.88,3,11504.28,UPS,Estándar,420.15,569.0,nacional,Nayarit,Occidente,35-44,18.0,2,1,Efectivo (OXXO),Autorizada,1,Marketplace,Mercado Libre,0,5,Ninguno,0.1137,0,1,1
ECOMMX-2024-00031,CUST-26821,2025-10-21 08:34:47,2025-10-22 08:34:47,2025-10-27 08:34:47,1,5,4,5,1,0,Hogar y Jardín,6693.42,9.08,2,14031.35,FedEx,Estándar,644.51,497.0,nacional,Chihuahua,Norte,45-54,5.0,3,1,Tarjeta de Crédito,Autorizada,1,Marketplace,Walmart,0,3,Ninguno,0.0963,0,0,1
ECOMMX-2024-00032,CUST-48809,2025-06-16 19:28:27,2025-06-17 19:28:27,2025-06-23 19:28:27,1,6,6,6,0,1,Hogar y Jardín,11484.39,13.27,5,58025.5,Estafeta,Estándar,603.55,1480.0,nacional,Campeche,Península,35-44,60.0,3,1,Tarjeta de Crédito,En revisión,1,Marketplace,Liverpool,0,5,Ninguno,0.0526,0,1,1
ECOMMX-2024-00033,CUST-85076,2025-10-23 09:08:01,2025-10-24 09:08:01,2025-10-28 09:08:01,1,4,5,4,-1,1,Moda y Accesorios,638.85,0.59,3,2084.77,Redpack,Estándar,168.22,121.0,regional,Hidalgo,Centro,25-34,28.0,4,0,Tarjeta de Crédito,Autorizada,1,Marketplace,Mercado Libre,0,5,Retraso,0.2633,1,1,0
ECOMMX-2024-00034,CUST-11606,2025-02-25 05:01:23,2025-02-26 05:01:23,2025-03-04 05:01:23,1,6,6,6,0,1,Hogar y Jardín,5813.72,11.42,1,6423.99,Estafeta,Estándar,610.27,774.0,nacional,Colima,Occidente,25-34,1.0,5,1,Tarjeta de Débito,Autorizada,1,Marketplace,Amazon México,0,5,Ninguno,0.105,1,0,1
ECOMMX-2024-00035,CUST-21734,2025-10-08 06:45:12,2025-10-09 06:45:12,2025-10-12 06:45:12,1,3,4,3,-1,1,Moda y Accesorios,3368.16,0.44,6,20548.52,FedEx,Estándar,339.56,626.0,nacional,Sonora,Norte,25-34,,2,1,Tarjeta de Débito,En revisión,1,D2C,Sitio Web Propio,0,5,Ninguno,0.1008,0,0,1
ECOMMX-2024-00036,CUST-64347,2025-10-15 11:10:33,2025-10-17 11:10:33,2025-10-23 11:10:33,2,6,6,6,0,1,Salud y Belleza,1630.18,1.7,3,5176.23,Estafeta,Estándar,285.69,461.0,nacional,Jalisco,Occidente,25-34,9.0,0,1,Tarjeta de Débito,Autorizada,1,Marketplace,Coppel,0,4,Ninguno,0.1753,0,0,1
ECOMMX-2024-00037,CUST-28370,2025-10-17 17:12:03,2025-10-18 17:12:03,2025-10-25 17:12:03,1,7,7,7,0,1,Salud y Belleza,790.73,0.48,3,2579.04,Redpack,Estándar,206.85,1034.0,nacional,Nuevo León,Norte,25-34,2.0,3,1,Tarjeta de Débito,Autorizada,1,Marketplace,Coppel,0,4,Ninguno,0.2616,0,0,0
ECOMMX-2024-00038,CUST-71405,2025-02-16 05:11:07,2025-02-19 05:11:07,2025-02-22 05:11:07,3,3,3,3,0,1,Electrónicos,1680.87,4.24,1,2166.85,DHL,Estándar,485.98,1481.0,nacional,Baja California,Norte,35-44,6.0,3,1,Efectivo (OXXO),En revisión,1,Marketplace,Mercado Libre,0,5,Ninguno,0.2891,0,0,0
ECOMMX-2024-00039,CUST-21378,2025-03-04 21:56:12,2025-03-05 21:56:12,2025-03-12 21:56:12,1,7,8,7,-1,1,Moda y Accesorios,1470.69,0.13,5,7476.31,Correos de México,Estándar,122.86,202.0,regional,Tlaxcala,Centro,25-34,2.0,2,1,Tarjeta de Crédito,Autorizada,1,Marketplace,Mercado Libre,0,5,Retraso,0.0835,0,0,1
ECOMMX-2024-00040,CUST-44100,2025-01-17 10:42:04,2025-01-18 10:42:04,2025-01-22 10:42:04,1,4,6,4,-2,1,Deportes,3549.68,1.19,6,21562.59,Estafeta,Estándar,264.51,486.0,nacional,Tamaulipas,Norte,35-44,13.0,2,1,Tarjeta de Crédito,Autorizada,6,D2C,Sitio Web Propio,0,4,Ninguno,0.0745,0,1,1
ECOMMX-2024-00041,CUST-75575,2025-05-10 13:26:23,2025-05-11 13:26:23,2025-05-17 13:26:23,1,6,4,6,2,0,Moda y Accesorios,514.42,1.48,3,1914.24,FedEx,Estándar,370.98,401.0,nacional,Baja California,Norte,35-44,2.0,4,1,Tarjeta de Débito,Autorizada,1,D2C,Sitio Web Propio,1,3,Ninguno,0.7212,1,0,0
ECOMMX-2024-00042,CUST-99004,2025-06-21 18:43:53,2025-06-22 18:43:53,2025-06-23 18:43:53,1,1,2,1,-1,1,Juguetes y Bebés,349.82,2.18,2,903.72,FedEx,Estándar,204.08,22.0,local,Ciudad de México,Centro,35-44,1.0,9,1,Tarjeta de Crédito,Autorizada,3,Marketplace,Amazon México,0,5,Ninguno,0.5834,1,0,0
ECOMMX-2024-00043,CUST-72155,2025-03-26 22:39:41,2025-03-28 22:39:41,2025-04-01 22:39:41,2,4,4,4,0,1,Hogar y Jardín,6727.28,6.66,1,7239.47,FedEx,Estándar,512.19,315.0,nacional,Chiapas,Sur,25-34,1.0,0,0,Efectivo (OXXO),Autorizada,1,Marketplace,Amazon México,0,5,Ninguno,0.0761,0,0,1
ECOMMX-2024-00044,CUST-17074,2025-04-15 10:16:24,2025-04-16 10:16:24,2025-04-27 10:16:24,1,11,12,11,-1,1,Hogar y Jardín,4220.97,6.58,4,17208.55,Correos de México,Estándar,324.67,592.0,nacional,Sinaloa,Occidente,35-44,33.0,5,0,Tarjeta de Débito,En revisión,1,Marketplace,Amazon México,0,5,Retraso,0.0769,1,1,1
ECOMMX-2024-00045,CUST-24441,2025-10-24 14:33:55,2025-10-25 14:33:55,2025-10-29 14:33:55,1,4,4,4,0,1,Moda y Accesorios,2097.66,1.69,3,6640.43,FedEx,Estándar,347.45,1236.0,nacional,Oaxaca,Sur,18-24,6.0,4,1,Tarjeta de Crédito,Autorizada,1,D2C,Sitio Web Propio,0,4,Ninguno,0.1656,1,0,1
ECOMMX-2024-00046,CUST-50171,2025-06-08 17:38:09,2025-06-09 17:38:09,2025-06-10 17:38:09,1,1,2,1,-1,1,Hogar y Jardín,8975.51,9.12,1,9473.06,DHL,Estándar,497.55,54.0,regional,Tlaxcala,Centro,35-44,3.0,5,1,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,0,5,Ninguno,0.0554,1,0,1
ECOMMX-2024-00047,CUST-62550,2025-10-07 18:03:43,2025-10-08 18:03:43,2025-10-09 18:03:43,1,1,2,1,-1,1,Moda y Accesorios,4432.1,1.08,3,13612.89,DHL,Estándar,316.59,82.0,regional,Morelos,Centro,18-24,2.0,1,1,Efectivo (OXXO),Autorizada,1,D2C,Sitio Web Propio,0,5,Ninguno,0.0714,0,0,1
ECOMMX-2024-00048,CUST-50093,2025-08-22 00:21:03,2025-08-24 00:21:03,2025-08-30 00:21:03,2,6,6,6,0,1,Moda y Accesorios,442222.0,1.76,2,9137.68,Estafeta,Estándar,293.24,888.0,nacional,Tamaulipas,Norte,25-34,31.0,1,1,Tarjeta de Débito,Autorizada,1,Marketplace,Liverpool,0,4,Ninguno,0.0663,0,1,1
ECOMMX-2024-00049,CUST-36677,2025-11-01 20:14:56,2025-11-02 20:14:56,2025-11-10 20:14:56,1,8,6,8,2,0,Hogar y Jardín,14452.28,5.79,5,72692.32,Estafeta,Estándar,430.92,491.0,nacional,Coahuila,Norte,25-34,0.0,2,0,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,1,4,Ninguno,0.0298,0,0,1
ECOMMX-2024-00050,CUST-62364,2025-06-09 17:16:48,2025-06-10 17:16:48,2025-06-13 17:16:48,1,3,4,3,-1,1,Moda y Accesorios,1719.51,1.03,2,3634.0,Estafeta,Estándar,194.98,206.0,regional,Tlaxcala,Centro,55+,13.0,3,1,Efectivo (OXXO),En revisión,1,Marketplace,Mercado Libre,0,5,Paquete dañado,0.1134,0,1,0
ECOMMX-2024-00051,CUST-86419,2025-06-28 16:43:18,2025-06-29 16:43:18,2025-07-07 16:43:18,1,8,6,8,2,0,Electrónicos,11565.62,3.76,3,35047.77,Estafeta,Estándar,350.91,791.0,nacional,Baja California Sur,Norte,25-34,34.0,3,1,PayPal,Autorizada,1,D2C,Sitio Web Propio,0,3,Ninguno,0.0303,0,1,1
ECOMMX-2024-00052,CUST-42288,2025-08-06 11:42:44,2025-08-07 11:42:44,2025-08-09 11:42:44,1,2,3,2,-1,1,Electrónicos,4547.13,1.06,4,18448.85,FedEx,Estándar,260.33,137.0,regional,México,Centro,35-44,0.0,4,1,Transferencia,Autorizada,1,Marketplace,Amazon México,0,5,Ninguno,0.0573,1,0,1
ECOMMX-2024-00053,CUST-38396,2025-09-21 00:31:16,2025-09-22 00:31:16,2025-09-30 00:31:16,1,8,8,8,0,1,Salud y Belleza,523.17,0.49,4,2224.6,Correos de México,Estándar,131.92,51.0,regional,Querétaro,Centro,35-44,4.0,3,1,Efectivo (OXXO),Autorizada,1,Marketplace,Walmart,0,5,Ninguno,0.2522,0,0,0
ECOMMX-2024-00054,CUST-19186,2025-09-20 16:24:32,2025-09-22 16:24:32,2025-09-26 16:24:32,2,4,4,4,0,1,Juguetes y Bebés,672.04,2.71,1,905.28,Estafeta,Estándar,233.24,133.0,regional,Morelos,Centro,35-44,14.0,2,1,Efectivo (OXXO),Autorizada,1,D2C,Sitio Web Propio,0,5,Ninguno,0.3471,0,1,0
ECOMMX-2024-00055,CUST-69471,2025-09-29 01:07:09,2025-09-30 01:07:09,2025-10-06 01:07:09,1,6,5,6,1,0,Hogar y Jardín,9824.35,7.71,3,29806.79,Redpack,Estándar,333.74,102.0,regional,Querétaro,Centro,35-44,8.0,1,1,Tarjeta de Crédito,Autorizada,6,Marketplace,Mercado Libre,0,3,Ninguno,0.034,0,0,1
ECOMMX-2024-00056,CUST-86398,2025-07-02 04:40:34,2025-07-03 04:40:34,2025-07-10 04:40:34,1,7,8,7,-1,1,Libros y Educación,1467.98,2.28,4,6027.1,Correos de México,Estándar,155.18,213.0,regional,Morelos,Centro,25-34,2.0,2,0,Tarjeta de Débito,Autorizada,1,Marketplace,Amazon México,0,5,Ninguno,0.1057,0,0,1
ECOMMX-2024-00057,CUST-16572,2025-10-02 09:09:01,2025-10-03 09:09:01,2025-10-10 09:09:01,1,7,6,7,1,0,Salud y Belleza,2736.19,0.7,2,5730.52,Estafeta,Estándar,258.14,680.0,nacional,Sonora,Norte,25-34,5.0,3,1,Tarjeta de Crédito,Autorizada,6,Marketplace,Mercado Libre,0,5,Ninguno,0.0943,0,0,1
ECOMMX-2024-00058,CUST-67932,2025-02-07 06:03:05,2025-02-08 06:03:05,2025-02-11 06:03:05,1,3,2,3,1,0,Moda y Accesorios,506.46,0.42,2,1659.39,FedEx,Express,646.47,875.0,nacional,Yucatán,Península,45-54,0.0,3,1,Tarjeta de Débito,Autorizada,1,Marketplace,Amazon México,0,3,Ninguno,1.2764,0,0,0
ECOMMX-2024-00059,CUST-17097,2025-08-07 17:30:37,2025-08-08 17:30:37,2025-08-10 17:30:37,1,2,3,2,-1,1,Moda y Accesorios,2726.17,1.88,3,8556.73,DHL,Estándar,378.22,990.0,nacional,Jalisco,Occidente,25-34,23.0,2,0,Tarjeta de Débito,Rechazada,1,Marketplace,Mercado Libre,0,5,Ninguno,0.1387,0,1,1
ECOMMX-2024-00060,CUST-54054,2025-06-28 00:42:40,2025-06-29 00:42:40,2025-07-06 00:42:40,1,7,6,7,1,0,Electrónicos,24811.49,1.41,2,49915.63,Estafeta,Estándar,292.65,726.0,nacional,Veracruz,Sur,35-44,3.0,3,1,Tarjeta de Crédito,Autorizada,12,Marketplace,Amazon México,0,5,Retraso,0.0118,0,0,1
ECOMMX-2024-00061,CUST-92806,2025-05-06 17:18:27,2025-05-07 17:18:27,2025-05-14 17:18:27,1,7,4,7,3,0,Moda y Accesorios,3084.03,0.7,1,3432.54,UPS,Estándar,348.51,1425.0,nacional,Tamaulipas,Norte,35-44,2.0,3,1,Tarjeta de Crédito,En revisión,1,Marketplace,Walmart,1,4,Retraso,0.113,0,0,0
ECOMMX-2024-00062,CUST-80762,2025-07-13 04:10:07,2025-07-14 04:10:07,2025-07-20 04:10:07,1,6,6,6,0,1,Electrónicos,15979.93,1.57,4,64209.25,Estafeta,Estándar,289.53,1326.0,nacional,Nuevo León,Norte,25-34,12.0,3,1,PayPal,Rechazada,1,Marketplace,Walmart,0,4,Ninguno,0.0181,0,0,1
ECOMMX-2024-00063,CUST-15078,2025-08-18 05:24:56,2025-08-21 05:24:56,2025-08-25 05:24:56,3,4,2,4,2,0,Electrónicos,31436.64,0.82,9,283600.83,UPS,Express,671.07,1086.0,nacional,Quintana Roo,Península,35-44,9.0,5,1,Tarjeta de Crédito,Autorizada,1,Marketplace,Mercado Libre,0,5,Ninguno,0.0213,1,0,1
ECOMMX-2024-00064,CUST-89527,2025-06-05 03:01:11,2025-06-06 03:01:11,2025-06-13 03:01:11,1,7,6,7,1,0,Moda y Accesorios,2697.04,1.45,2,5649.38,Estafeta,Estándar,255.3,1190.0,nacional,Guerrero,Sur,18-24,15.0,4,1,Tarjeta de Crédito,Autorizada,6,Marketplace,Walmart,0,5,Ninguno,0.0947,1,1,1
ECOMMX-2024-00065,CUST-55309,2025-07-18 05:28:05,2025-07-19 05:28:05,2025-07-23 05:28:05,1,4,4,4,0,1,Salud y Belleza,2568.41,2.08,3,8115.87,FedEx,Estándar,410.64,782.0,nacional,Nayarit,Occidente,45-54,27.0,2,1,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,0,4,Ninguno,0.1599,0,1,1
ECOMMX-2024-00066,CUST-54751,2025-05-01 16:09:46,2025-05-02 16:09:46,2025-05-09 16:09:46,1,7,3,7,4,0,Salud y Belleza,1383.88,1.45,3,4459.11,Paquetexpress,Express,307.47,85.0,regional,Puebla,Centro,35-44,3.0,4,1,Efectivo (OXXO),Autorizada,1,Marketplace,Mercado Libre,1,4,Ninguno,0.2222,1,0,0
ECOMMX-2024-00067,CUST-45432,2025-02-01 12:43:14,2025-02-02 12:43:14,2025-02-05 12:43:14,1,3,2,3,1,0,Hogar y Jardín,13225.17,10.11,5,66629.07,DHL,Estándar,503.22,151.0,regional,Zacatecas,Centro,25-34,21.0,1,1,Tarjeta de Crédito,Autorizada,1,Marketplace,Amazon México,0,3,Ninguno,0.0381,0,1,1
ECOMMX-2024-00068,CUST-53457,2025-10-04 22:49:18,2025-10-05 22:49:18,2025-10-10 22:49:18,1,5,6,5,-1,1,Moda y Accesorios,1609.14,1.96,5,8345.75,Estafeta,Estándar,300.05,585.0,nacional,Michoacán,Occidente,25-34,9.0,1,1,Tarjeta de Crédito,Autorizada,12,Marketplace,Mercado Libre,0,5,Ninguno,0.1865,0,0,1
