order_id,customer_id,order_date,shipped_date,delivered_date,processing_days,delivery_days,promised_delivery_days,actual_delivery_days,delivery_delay_days,delivery_met_promise,product_category,product_price_mxn,product_weight_kg,quantity,total_amount_mxn,shipping_carrier,shipping_tier,shipping_cost_mxn,distance_km,shipping_type,customer_state,customer_region,customer_age_group,customer_loyalty_months,purchase_frequency,is_urban,payment_method,transaction_status,payment_installments,sales_channel,platform_name,is_peak_season,customer_delivery_rating,delivery_issue,shipping_cost_to_price_ratio,is_frequent_customer,is_loyal_customer,high_value_order
ECOMMX-2024-02750,CUST-98220,2025-08-09 18:10:58,2025-08-10 18:10:58,2025-08-13 18:10:58,1,3,4,3,-1,1,Hogar y Jardín,3429.64,7.72,1,3802.19,Estafeta,Estándar,372.55,258.0,regional,Tlaxcala,Centro,45-54,2.0,3,1,Tarjeta de Débito,Autorizada,1,D2C,Sitio Web Propio,0,4,Retraso,0.1086,0,0,0
ECOMMX-2024-07487,CUST-65375,2025-09-29 07:24:56,2025-09-30 07:24:56,2025-10-08 07:24:56,1,8,6,8,2,0,Moda y Accesorios,2862.24,0.26,1,3096.71,Estafeta,Estándar,234.47,1167.0,nacional,Sonora,Norte,45-54,2.0,3,0,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,0,3,Ninguno,0.0819,0,0,0
ECOMMX-2024-05272,CUST-39401,2025-07-15 10:04:06,2025-07-16 10:04:06,2025-07-20 10:04:06,1,4,3,4,1,0,Deportes,1707.81,0.7,2,3806.47,DHL,Estándar,390.85,476.0,nacional,Jalisco,Occidente,45-54,3.0,3,1,Tarjeta de Débito,En revisión,1,Marketplace,Coppel,0,4,Ninguno,0.2289,0,0,0
ECOMMX-2024-05653,CUST-48884,2025-02-19 13:16:36,2025-02-21 13:16:36,2025-02-27 13:16:36,2,6,7,6,-1,1,Moda y Accesorios,4680.56,0.25,1,4905.5,Redpack,Estándar,224.94,1193.0,nacional,Nuevo León,Norte,55+,6.0,2,1,Tarjeta de Crédito,Rechazada,1,Marketplace,Amazon México,0,5,Ninguno,0.0481,0,0,0
ECOMMX-2024-03999,CUST-95789,2025-08-03 02:35:47,2025-08-04 02:35:47,2025-08-09 02:35:47,1,5,4,5,1,0,Salud y Belleza,1679.29,0.51,4,7079.78,FedEx,Estándar,362.62,554.0,nacional,Chiapas,Sur,35-44,10.0,2,1,Efectivo (OXXO),En revisión,1,Marketplace,Amazon México,0,5,Ninguno,0.2159,0,0,1
ECOMMX-2024-06033,CUST-74712,2025-05-07 17:27:31,2025-05-08 17:27:31,2025-05-12 17:27:31,1,4,2,4,2,0,Electrónicos,10258.65,1.02,2,20818.6,DHL,Estándar,301.3,108.0,regional,México,Centro,55+,31.0,3,1,Tarjeta de Crédito,Rechazada,1,Marketplace,Mercado Libre,1,5,Ninguno,0.0294,0,1,1
ECOMMX-2024-00582,CUST-42763,2025-12-02 08:42:51,2025-12-03 08:42:51,2025-12-09 08:42:51,1,6,4,6,2,0,Hogar y Jardín,1296.96,1.49,1,1678.98,FedEx,Estándar,382.02,899.0,nacional,Baja California,Norte,45-54,5.0,3,1,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,1,5,Ninguno,0.2946,0,0,0
ECOMMX-2024-09930,CUST-36975,2025-07-04 20:24:00,2025-07-05 20:24:00,2025-07-09 20:24:00,1,4,4,4,0,1,Electrónicos,16025.86,4.78,1,16491.56,FedEx,Estándar,465.7,1247.0,nacional,Chihuahua,Norte,25-34,1.0,2,0,Tarjeta de Débito,En revisión,1,Marketplace,Mercado Libre,0,5,Ninguno,0.0291,0,0,1
ECOMMX-2024-07051,CUST-42909,2025-10-15 01:33:56,2025-10-17 01:33:56,2025-10-15 01:33:56,2,2,1,2,1,0,Salud y Belleza,194.07,1.13,3,1230.6,DHL,Express,648.39,217.0,regional,Querétaro,Centro,25-34,3.0,1,1,Tarjeta de Crédito,Autorizada,18,Marketplace,Amazon México,0,4,Ninguno,3.341,0,0,0
ECOMMX-2024-08158,CUST-69552,2025-02-28 17:12:51,2025-03-03 17:12:51,2025-03-07 17:12:51,3,4,4,4,0,1,Electrónicos,19889.53,4.67,3,60104.43,UPS,Estándar,435.84,1221.0,nacional,Tabasco,Sur,25-34,3.0,3,1,Tarjeta de Débito,Autorizada,1,D2C,Sitio Web Propio,0,5,Ninguno,0.0219,0,0,1
ECOMMX-2024-09896,CUST-91698,2025-08-07 10:45:11,2025-08-08 10:45:11,2025-08-19 10:45:11,1,11,12,11,-1,1,Electrónicos,15729.76,0.82,4,63116.07,Correos de México,Estándar,197.03,359.0,nacional,Colima,Occidente,35-44,19.0,3,0,Tarjeta de Débito,En revisión,1,Marketplace,Amazon México,0,5,Retraso,0.0125,0,1,1
ECOMMX-2024-02249,CUST-30748,2025-08-03 15:42:33,2025-08-06 15:42:33,2025-08-12 15:42:33,3,6,4,6,2,0,Deportes,6541.57,0.97,2,13301.67,Estafeta,Estándar,218.53,260.0,regional,Zacatecas,Centro,45-54,0.0,3,0,Tarjeta de Crédito,Autorizada,3,Marketplace,Mercado Libre,0,3,Ninguno,0.0334,0,0,1
ECOMMX-2024-04640,CUST-50548,2025-11-18 19:26:49,2025-11-19 19:26:49,2025-12-01 19:26:49,1,12,8,12,4,0,Juguetes y Bebés,3274.95,0.93,4,13247.7,Correos de México,Estándar,147.9,116.0,regional,Morelos,Centro,25-34,,2,1,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,1,4,Ninguno,0.0452,0,0,1
ECOMMX-2024-09485,CUST-26743,2025-09-21 11:54:14,2025-09-23 11:54:14,2025-09-26 11:54:14,2,3,4,3,-1,1,Deportes,5894.57,2.09,7,41644.38,UPS,Estándar,382.39,1187.0,nacional,Sinaloa,Occidente,25-34,17.0,2,0,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,0,5,Ninguno,0.0649,0,1,1
ECOMMX-2024-04947,CUST-98840,2024-12-31 00:56:27,2025-01-01 00:56:27,2025-01-08 00:56:27,1,7,4,7,3,0,Electrónicos,32617.15,2.2,5,163445.51,FedEx,Estándar,359.76,1107.0,nacional,Baja California Sur,Norte,25-34,1.0,3,1,Tarjeta de Crédito,En revisión,1,Marketplace,Liverpool,1,3,Ninguno,0.011,0,0,1
ECOMMX-2024-09920,CUST-44494,2025-09-20 21:29:22,2025-09-21 21:29:22,2025-09-25 21:29:22,1,4,3,4,1,0,Salud y Belleza,2835.6,2.05,2,6074.61,DHL,Estándar,403.41,746.0,nacional,sinaloa,Occidente,35-44,15.0,3,1,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,0,4,Ninguno,0.1423,0,1,1
ECOMMX-2024-01963,CUST-29156,2025-10-25 12:36:20,2025-10-27 12:36:20,2025-10-28 12:36:20,2,1,2,1,-1,1,Moda y Accesorios,3635.95,0.6,1,3901.09,DHL,Estándar,265.14,131.0,regional,Zacatecas,Centro,55+,20.0,3,1,Tarjeta de Débito,Autorizada,1,Marketplace,Liverpool,0,5,Ninguno,0.0729,0,1,0
ECOMMX-2024-08243,CUST-57333,2025-07-18 00:14:53,2025-07-19 00:14:53,2025-07-22 00:14:53,1,3,2,3,1,0,Hogar y Jardín,8569.07,2.31,1,8854.55,UPS,Estándar,285.48,73.0,regional,Zacatecas,Centro,25-34,9.0,1,1,PayPal,Autorizada,1,Marketplace,Mercado Libre,0,3,Ninguno,0.0333,0,0,1
ECOMMX-2024-06590,CUST-85841,2025-07-01 23:54:30,2025-07-02 23:54:30,2025-07-13 23:54:30,1,11,12,11,-1,1,Libros y Educación,1459.8,2.14,2,3162.78,Correos de México,Estándar,243.18,974.0,nacional,Michoacán,Occidente,25-34,6.0,2,1,Efectivo (OXXO),En revisión,1,Marketplace,Coppel,0,5,Ninguno,0.1666,0,0,0
ECOMMX-2024-08847,CUST-25506,2025-04-20 22:57:41,2025-04-21 22:57:41,2025-04-22 22:57:41,1,0,1,1,0,1,Hogar y Jardín,5760.28,14.96,1,6178.37,UPS,Estándar,418.09,15.0,local,Ciudad de México,Centro,18-24,20.0,2,1,Tarjeta de Crédito,Rechazada,1,D2C,Sitio Web Propio,0,5,Ninguno,0.0726,0,1,1
ECOMMX-2024-00321,CUST-46434,2025-12-08 12:20:29,2025-12-09 12:20:29,2025-12-17 12:20:29,1,8,6,8,2,0,Libros y Educación,279.24,2.97,3,1154.48,Estafeta,Estándar,316.76,1184.0,nacional,Michoacán,Occidente,25-34,20.0,3,1,Efectivo (OXXO),Rechazada,1,Marketplace,Coppel,1,5,Ninguno,1.1344,0,1,0
ECOMMX-2024-02678,CUST-60703,2025-03-11 17:31:18,2025-03-13 17:31:18,2025-03-16 17:31:18,2,3,3,3,0,1,Moda y Accesorios,3932.42,0.98,4,16129.03,DHL,Estándar,399.35,829.0,nacional,Chiapas,Sur,45-54,43.0,1,1,Efectivo (OXXO),Autorizada,1,Marketplace,Coppel,0,5,Ninguno,0.1016,0,1,1
ECOMMX-2024-04625,CUST-11495,2025-08-25 13:13:08,2025-08-26 13:13:08,2025-08-29 13:13:08,1,3,3,3,0,1,Hogar y Jardín,12174.58,11.48,1,12847.6,DHL,Estándar,673.02,364.0,nacional,Michoacán,Occidente,35-44,12.0,2,1,Tarjeta de Débito,Autorizada,1,Marketplace,Coppel,0,4,Ninguno,0.0553,0,0,1
ECOMMX-2024-04949,CUST-23551,2024-12-26 03:10:42,2024-12-25 03:10:42,2025-01-04 03:10:42,1,8,4,8,4,0,Juguetes y Bebés,1243.82,2.5,3,4185.47,UPS,Estándar,454.01,371.0,nacional,Baja California Sur,Norte,18-24,7.0,3,1,Tarjeta de Débito,Autorizada,1,Marketplace,Amazon México,1,3,Paquete dañado,0.365,0,0,0
ECOMMX-2024-08328,CUST-15692,2025-06-22 01:40:38,2025-06-23 01:40:38,2025-06-26 01:40:38,1,3,4,3,-1,1,Moda y Accesorios,3242.59,1.67,1,3627.52,FedEx,Estándar,384.93,,nacional,Michoacán,Occidente,45-54,6.0,2,0,Tarjeta de Débito,En revisión,1,Marketplace,Mercado Libre,0,5,Ninguno,0.1187,0,0,0
ECOMMX-2024-03337,CUST-89081,2025-06-02 08:32:45,2025-06-03 08:32:45,2025-06-09 08:32:45,1,6,5,6,1,0,Juguetes y Bebés,701.01,2.71,3,2319.08,Redpack,Estándar,216.05,122.0,regional,San Luis Potosí,Centro,55+,5.0,1,1,Tarjeta de Débito,Rechazada,1,Marketplace,Mercado Libre,0,3,Retraso,0.3082,0,0,0
ECOMMX-2024-05589,CUST-97913,2025-07-09 15:02:42,2025-07-10 15:02:42,2025-07-14 15:02:42,1,4,4,4,0,1,Hogar y Jardín,1736.7,1.72,3,5590.85,FedEx,Estándar,380.75,581.0,nacional,Guerrero,Sur,55+,6.0,2,0,Efectivo (OXXO),Autorizada,1,D2C,Sitio Web Propio,0,4,Ninguno,0.2192,0,0,1
ECOMMX-2024-00251,CUST-72840,2025-01-27 19:40:45,2025-01-29 19:40:45,2025-02-01 19:40:45,2,3,3,3,0,1,Salud y Belleza,191.39,0.54,2,792.62,DHL,Estándar,409.84,582.0,nacional,Jalisco,Occidente,35-44,20.0,1,1,Tarjeta de Débito,En revisión,1,D2C,Sitio Web Propio,0,5,Ninguno,2.1414,0,1,0
ECOMMX-2024-03973,CUST-64682,2025-10-08 13:06:03,2025-10-09 13:06:03,2025-10-10 13:06:03,1,1,2,1,-1,1,Hogar y Jardín,9920.27,1.96,2,20131.05,DHL,Estándar,290.51,265.0,regional,Durango,Centro,45-54,6.0,7,0,Tarjeta de Crédito,Rechazada,1,Marketplace,Mercado Libre,0,5,Ninguno,0.0293,1,0,1
ECOMMX-2024-06630,CUST-18554,2025-06-26 12:12:16,2025-06-27 12:12:16,2025-07-04 12:12:16,1,7,6,7,1,0,Salud y Belleza,776.5,0.38,2,1826.35,Estafeta,Estándar,273.35,1252.0,nacional,Quintana Roo,Península,18-24,0.0,5,1,Tarjeta de Crédito,Rechazada,1,Marketplace,Walmart,0,5,Retraso,0.352,1,0,0
ECOMMX-2024-05547,CUST-40415,2025-07-06 12:33:29,2025-07-08 12:33:29,2025-07-12 12:33:29,2,4,4,4,0,1,Electrónicos,30640.33,1.89,2,61629.82,FedEx,Estándar,349.16,9480.0,nacional,Aguascalientes,Occidente,45-54,1.0,2,1,Tarjeta de Crédito,En revisión,1,D2C,Sitio Web Propio,0,4,Retraso,0.0114,0,0,1
ECOMMX-2024-00035,CUST-21734,2025-10-08 06:45:12,2025-10-09 06:45:12,2025-10-12 06:45:12,1,3,4,3,-1,1,Moda y Accesorios,3368.16,0.44,6,20548.52,FedEx,Estándar,339.56,626.0,nacional,Sonora,Norte,25-34,,2,1,Tarjeta de Débito,En revisión,1,D2C,Sitio Web Propio,0,5,Ninguno,0.1008,0,0,1
DUPE-ECOMMX-2024-08361,CUST-77251,2025-05-13 23:54:50,2025-05-14 23:54:50,2025-05-19 23:54:50,1,5,3,5,2,0,Electrónicos,14589.32,4.17,4,58700.08,FedEx,Estándar,342.8,227.0,regional,Querétaro,Centro,45-54,2.0,3,0,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,1,5,Ninguno,0.0235,0,0,1
ECOMMX-2024-01513,CUST-61628,2024-12-31 11:13:47,2025-01-01 11:13:47,2025-01-18 11:13:47,1,17,12,17,5,0,Electrónicos,32023.55,3.4,5,160361.53,Correos de México,Estándar,243.78,569.0,nacional,Tamaulipas,Norte,45-54,4.0,1,1,Transferencia,En revisión,1,D2C,Sitio Web Propio,1,2,Extraviado,0.0076,0,0,1
ECOMMX-2024-09317,CUST-96082,2025-05-07 13:53:50,2025-05-09 13:53:50,2025-05-13 13:53:50,2,4,3,4,1,0,Moda y Accesorios,2894.19,0.22,1,3284.12,DHL,Estándar,389.93,1275.0,nacional,Tabasco,Sur,35-44,19.0,4,1,Tarjeta de Débito,En revisión,1,Marketplace,Liverpool,1,5,Ninguno,0.1347,1,1,0
ECOMMX-2024-00039,CUST-21378,2025-03-04 21:56:12,2025-03-05 21:56:12,2025-03-12 21:56:12,1,7,8,7,-1,1,Moda y Accesorios,1470.69,0.13,5,7476.31,Correos de México,Estándar,122.86,202.0,regional,Tlaxcala,Centro,25-34,2.0,2,1,Tarjeta de Crédito,Autorizada,1,Marketplace,Mercado Libre,0,5,Retraso,0.0835,0,0,1
ECOMMX-2024-04819,CUST-72216,2025-02-28 19:58:32,2025-03-01 19:58:32,2025-03-08 19:58:32,1,7,6,7,1,0,Salud y Belleza,2379.27,2.61,4,9804.93,Estafeta,Estándar,287.85,1141.0,nacional,Jalisco,Occidente,25-34,27.0,2,0,Transferencia,Autorizada,1,D2C,Sitio Web Propio,0,5,Ninguno,0.121,0,1,1
ECOMMX-2024-03465,CUST-94696,2025-06-01 02:31:41,2025-06-02 02:31:41,2025-06-14 02:31:41,1,12,12,12,0,1,Deportes,5867.53,2.04,8,47144.8,Correos de México,Estándar,204.56,1172.0,nacional,Chiapas,Sur,45-54,19.0,6,1,Efectivo (OXXO),Autorizada,1,D2C,Sitio Web Propio,0,4,Ninguno,0.0349,1,1,1
ECOMMX-2024-01760,CUST-54485,2025-11-08 17:25:38,2025-11-09 17:25:38,2025-11-16 17:25:38,1,7,2,7,5,0,Moda y Accesorios,579.44,1.17,2,1847.18,FedEx,Express,688.3,636.0,nacional,Sinaloa,Occidente,25-34,1.0,4,1,Tarjeta de Débito,Rechazada,1,D2C,Sitio Web Propio,1,4,Paquete dañado,1.1879,1,0,0
ECOMMX-2024-02304,CUST-65848,2025-08-21 12:23:34,2025-08-22 12:23:34,2025-09-04 12:23:34,1,13,12,13,1,0,Moda y Accesorios,464.35,0.21,3,1543.5,Correos de México,Estándar,150.45,734.0,nacional,Coahuila,Norte,25-34,1.0,1,1,Tarjeta de Débito,En revisión,1,Marketplace,Liverpool,0,5,Ninguno,0.324,0,0,0
ECOMMX-2024-03723,CUST-62122,2025-11-09 10:48:30,2025-11-10 10:48:30,2025-11-16 10:48:30,1,6,4,6,2,0,Electrónicos,4640.33,3.4,3,14158.54,Estafeta,Estándar,237.55,169.0,regional,Morelos,Centro,25-34,60.0,2,0,Tarjeta de Débito,Autorizada,1,Marketplace,Amazon México,1,4,Retraso,0.0512,0,1,1
ECOMMX-2024-08284,CUST-51584,2025-10-31 04:24:20,2025-11-01 04:24:20,2025-11-13 04:24:20,1,12,10,12,2,0,Hogar y Jardín,7258.13,4.49,4,29611.14,Correos de México,Express,578.62,1151.0,nacional,Colima,Occidente,35-44,11.0,2,1,Tarjeta de Débito,En revisión,1,Marketplace,Walmart,0,3,Retraso,0.0797,0,0,1
ECOMMX-2024-04993,CUST-43507,2025-10-31 03:41:27,2025-11-01 03:41:27,2025-11-06 03:41:27,1,5,4,5,1,0,Libros y Educación,1227.54,0.32,3,3879.17,Estafeta,Estándar,196.55,87.0,regional,Hidalgo,Centro,35-44,6.0,1,0,Tarjeta de Débito,En revisión,1,Marketplace,Amazon México,0,4,Ninguno,0.1601,0,0,0
ECOMMX-2024-08127,CUST-17167,2025-07-08 23:02:26,2025-07-09 23:02:26,2025-07-15 23:02:26,1,6,5,6,1,0,Moda y Accesorios,2001.93,0.2,3,6133.65,Paquetexpress,Estándar,127.86,207.0,regional,Durango,Centro,45-54,57.0,2,0,Tarjeta de Crédito,Autorizada,12,Marketplace,Mercado Libre,0,5,Ninguno,0.0639,0,1,1
ECOMMX-2024-03032,CUST-84113,2025-07-23 05:15:48,2025-07-25 05:15:48,2025-07-27 05:15:48,2,2,3,2,-1,1,Salud y Belleza,2074.73,0.56,2,4510.49,DHL,Estándar,361.03,732.0,nacional,Coahuila,Norte,18-24,2.0,2,1,Tarjeta de Débito,Autorizada,1,Marketplace,Amazon México,0,4,Ninguno,0.174,0,0,0
ECOMMX-2024-07938,CUST-95506,2025-06-10 18:44:13,2025-06-11 18:44:13,2025-06-23 18:44:13,1,12,12,12,0,1,Deportes,1085.6,0.88,5,5615.76,Correos de México,Estándar,187.76,824.0,nacional,Chihuahua,Norte,55+,1.0,0,1,Tarjeta de Débito,En revisión,1,Marketplace,Mercado Libre,0,5,Ninguno,0.173,0,0,1
ECOMMX-2024-03039,CUST-97560,2025-03-18 22:53:24,2025-03-19 22:53:24,2025-03-23 22:53:24,1,4,2,4,2,0,Deportes,3831.75,1.73,5,19870.77,UPS,Express,712.02,1379.0,nacional,Quintana Roo,Península,35-44,11.0,4,0,Tarjeta de Crédito,En revisión,1,Marketplace,Walmart,0,4,Ninguno,0.1858,1,0,1
ECOMMX-2024-09655,CUST-86999,2025-08-11 03:14:33,2025-08-12 03:14:33,2025-08-15 03:14:33,1,3,3,3,0,1,Deportes,6005.16,0.84,3,18390.65,DHL,Estándar,375.17,539.0,nacional,Nayarit,Occidente,35-44,2.0,1,1,Tarjeta de Débito,En revisión,1,Marketplace,Mercado Libre,0,5,Ninguno,0.0625,0,0,1
ECOMMX-2024-02545,CUST-80557,2025-11-02 14:07:27,2025-11-05 14:07:27,2025-11-12 14:07:27,3,7,6,7,1,0,Salud y Belleza,270.64,0.97,1,542.57,Estafeta,Estándar,271.93,793.0,nacional,Coahuila,Norte,45-54,5.0,6,0,Tarjeta de Débito,Autorizada,1,Marketplace,Amazon México,1,4,Ninguno,1.0048,1,0,0
ECOMMX-2024-02592,CUST-39979,2025-04-10 12:20:56,2025-04-12 12:20:56,2025-04-17 12:20:56,2,5,4,5,1,0,Salud y Belleza,991.91,1.97,3,3220.03,Estafeta,Estándar,244.3,276.0,regional,Hidalgo,Centro,35-44,12.0,4,1,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,0,4,Retraso,0.2463,1,0,0
ECOMMX-2024-01188,CUST-70519,2025-01-12 14:16:01,2025-01-13 14:16:01,2025-01-15 14:16:01,1,2,2,2,0,1,Deportes,5204.8,1.06,5,26339.2,DHL,Estándar,315.2,291.0,regional,San Luis Potosí,Centro,45-54,26.0,1,0,Efectivo (OXXO),En revisión,1,Marketplace,Amazon México,0,5,Ninguno,0.0606,0,1,1
ECOMMX-2024-07966,CUST-42318,2025-03-14 19:19:46,2025-03-15 19:19:46,2025-03-20 19:19:46,1,5,2,5,3,0,Electrónicos,28511.95,4.61,1,29340.06,FedEx,Express,828.11,1290.0,nacional,Baja California,Norte,25-34,17.0,4,1,Tarjeta de Crédito,Autorizada,6,Marketplace,Amazon México,0,3,Ninguno,0.029,1,1,1
ECOMMX-2024-06077,CUST-68075,2025-10-29 21:48:36,2025-10-30 21:48:36,2025-11-03 21:48:36,1,4,3,4,1,0,Electrónicos,32256.02,4.04,4,129353.23,FedEx,Estándar,329.15,65.0,regional,San Luis Potosí,Centro,18-24,2.0,3,1,Tarjeta de Crédito,Autorizada,1,Marketplace,Amazon México,0,4,Ninguno,0.0102,0,0,1
ECOMMX-2024-00107,CUST-19845,2025-03-31 06:55:00,2025-04-01 06:55:00,2025-04-05 06:55:00,1,4,4,4,0,1,Moda y Accesorios,2126.58,0.87,3,6757.34,FedEx,Estándar,377.6,344.0,nacional,Baja California,Norte,45-54,,1,1,Tarjeta de Crédito,Autorizada,1,Marketplace,Amazon México,0,5,Ninguno,0.1776,0,1,1
ECOMMX-2024-01315,CUST-97545,2025-05-24 22:56:45,2025-05-25 22:56:45,2025-06-05 22:56:45,1,11,7,11,4,0,Salud y Belleza,2429.63,1.38,3,7546.16,Redpack,Estándar,257.27,571.0,nacional,Campeche,Península,18-24,21.0,4,0,Tarjeta de Débito,En revisión,1,Marketplace,Coppel,1,3,Ninguno,0.1059,1,1,1
ECOMMX-2024-08187,CUST-22752,2025-06-10 15:53:19,2025-06-12 15:53:19,2025-06-15 15:53:19,2,3,3,3,0,1,Hogar y Jardín,14152.87,12.68,3,43240.72,DHL,Estándar,782.11,1177.0,nacional,Veracruz,Sur,25-34,3.0,2,0,Tarjeta de Crédito,Autorizada,18,Marketplace,Mercado Libre,0,5,Ninguno,0.0553,0,0,1
ECOMMX-2024-02753,CUST-99597,2025-03-17 15:26:42,2025-03-18 15:26:42,2025-03-19 15:26:42,1,1,2,1,-1,1,Hogar y Jardín,5502.38,4.12,2,11377.32,DHL,Estándar,372.56,125.0,regional,Durango,Centro,25-34,24.0,3,1,Efectivo (OXXO),Autorizada,1,D2C,Sitio Web Propio,0,5,Ninguno,0.0677,0,1,1
ECOMMX-2024-09753,CUST-70684,2025-04-15 17:50:35,2025-04-16 17:50:35,2025-04-20 17:50:35,1,4,2,4,2,0,Moda y Accesorios,259.82,1.04,1,1010.64,FedEx,Express,750.82,1236.0,nacional,Chihuahua,Norte,45-54,1.0,0,1,Efectivo (OXXO),Rechazada,1,Marketplace,Mercado Libre,0,5,Ninguno,2.8898,0,0,0
ECOMMX-2024-06231,CUST-11701,2025-02-01 14:59:17,2025-02-02 14:59:17,2025-02-07 14:59:17,1,5,6,5,-1,1,Hogar y Jardín,8726.98,6.97,3,26592.65,Estafeta,Estándar,411.71,805.0,nacional,Nuevo León,Norte,35-44,10.0,1,1,Tarjeta de Débito,Autorizada,1,D2C,Sitio Web Propio,0,5,Ninguno,0.0472,0,0,1
ECOMMX-2024-02876,CUST-70494,2025-06-05 04:27:53,2025-06-07 04:27:53,2025-06-11 04:27:53,2,4,3,4,1,0,Moda y Accesorios,382.18,1.78,4,1964.7,DHL,Estándar,435.98,501.0,nacional,Tabasco,Sur,18-24,27.0,1,0,PayPal,En revisión,1,Marketplace,Mercado Libre,0,5,Ninguno,1.1408,0,1,0
